Participant id,Condition,Event,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
6175c8df7d130a584b8d9d5c,Truthful,None of them,108,11.49,17.13,39.59,77.5,18.0,10.19,100.0,87.96,68.52,25.93,20.37,12.04,1.85,0.0,6.48,0.0,5.56,14.81,2.78,0.0,14.81,9.26,5.56,7.41,1.85,25.93,3.7,1.85,3.7,2.78,0.0,0.93,14.81,4.63,10.19,2.78,0.0,4.63,0.0,0.0,2.78,0.0,8.33,5.56,1.85,2.78,0.0,1.85,0.0,0.0,0.0,0.0,12.96,2.78,1.85,0.0,0.0,0.0,0.0,10.19,0.93,0.0,0.0,7.41,0.0,0.0,0.0,0.0,3.7,2.78,0.93,0.0,0.0,0.0,3.7,2.78,1.85,0.93,0.0,0.0,0.0,0.0,0.0,1.85,1.85,3.7,0.0,0.0,0.0,0.0,0.0,0.0,7.41,9.26,0.93,0.0,6.48,1.85,0.0,0.93,3.7,10.19,2.78,0.93,0.0,0.0,0.0,0.0,0.0,11.11,4.63,4.63,0.0,0.93,0.93,0.0,0.0
5e0378a7b199e4e7e6ccd8e9,Truthful,A job interview for your dream job,118,84.11,1.0,99.0,45.75,14.75,16.1,94.92,77.97,59.32,16.1,10.17,10.17,0.0,0.0,0.0,0.0,5.93,18.64,13.56,0.85,16.1,8.47,1.69,4.24,2.54,21.19,6.78,3.39,3.39,0.0,2.54,0.85,13.56,0.0,13.56,2.54,1.69,1.69,0.0,0.85,5.08,0.0,1.69,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,5.08,0.85,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.0,7.63,0.0,0.0,7.63,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.85,1.69,0.0,0.85,0.0,0.0,0.0,0.85,3.39,11.86,0.85,2.54,9.32,0.0,0.0,0.0,3.39,9.32,0.0,2.54,0.0,0.0,0.0,0.0,0.0,16.95,5.93,5.93,0.0,0.85,1.69,2.54,0.0
57f567ddb0aca300010a9a60,Truthful,None of them,301,80.29,3.6,99.0,16.45,20.07,10.63,90.03,72.09,57.81,13.95,8.97,8.64,0.0,0.0,0.0,0.33,4.98,16.94,9.3,1.0,18.27,6.31,5.98,6.31,0.33,14.29,4.32,7.31,2.99,0.66,1.66,0.66,10.63,1.0,9.63,1.66,1.33,1.99,0.66,0.0,2.33,0.33,2.33,1.0,1.33,1.33,0.33,1.0,1.0,0.0,0.0,0.0,1.99,1.0,0.0,0.0,0.0,0.0,0.66,1.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.33,1.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.33,1.33,0.0,0.33,0.0,0.0,0.0,0.0,10.63,15.95,0.33,2.66,10.96,1.0,0.0,0.66,7.64,5.32,2.33,1.0,0.0,0.0,0.0,0.0,0.0,12.62,5.32,6.31,0.0,0.0,1.0,0.0,0.0
6128b77e16499cf286dd0854,Truthful,Ending a long romantic relationship,122,43.09,35.37,92.94,1.32,24.4,26.23,95.08,74.59,64.75,16.39,12.3,6.56,3.28,0.0,2.46,0.0,4.1,14.75,7.38,2.46,17.21,8.2,9.02,7.38,2.46,13.11,5.74,2.46,12.3,9.02,0.0,3.28,11.48,0.82,10.66,1.64,0.0,1.64,0.82,0.0,5.74,0.0,7.38,1.64,4.92,2.46,0.82,0.82,0.0,0.82,0.0,0.0,13.93,4.1,1.64,0.0,1.64,0.0,0.0,10.66,2.46,0.82,0.0,3.28,0.82,0.82,0.0,0.0,2.46,0.0,0.82,0.0,1.64,0.0,1.64,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,9.02,0.0,1.64,7.38,0.0,0.0,0.82,7.38,9.02,2.46,0.82,0.0,0.0,0.0,0.0,0.0,9.84,4.1,4.1,0.0,0.0,0.0,1.64,0.0
61099ed3d23b7e38349fcc01,Truthful,A job interview for your dream job,66,14.87,1.0,71.27,20.23,16.5,19.7,92.42,78.79,60.61,19.7,18.18,16.67,0.0,0.0,0.0,0.0,1.52,12.12,6.06,0.0,10.61,9.09,7.58,9.09,1.52,18.18,9.09,3.03,6.06,0.0,4.55,1.52,12.12,0.0,12.12,3.03,3.03,1.52,0.0,3.03,1.52,0.0,9.09,4.55,4.55,4.55,3.03,1.52,1.52,0.0,0.0,0.0,12.12,9.09,0.0,0.0,1.52,1.52,6.06,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58,0.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.52,0.0,0.0,0.0,1.52,0.0,0.0,1.52,12.12,1.52,0.0,0.0,0.0,0.0,0.0,0.0,12.12,6.06,1.52,0.0,0.0,1.52,3.03,0.0
5e432a13b923be1d29f6332c,Truthful,Cheating on an exam,68,19.42,1.0,96.24,1.85,22.67,13.24,91.18,80.88,67.65,16.18,11.76,11.76,0.0,0.0,0.0,0.0,4.41,16.18,10.29,0.0,11.76,14.71,4.41,10.29,4.41,17.65,11.76,2.94,0.0,0.0,0.0,0.0,14.71,1.47,10.29,0.0,0.0,0.0,0.0,0.0,7.35,0.0,2.94,0.0,2.94,1.47,0.0,1.47,1.47,0.0,0.0,0.0,4.41,1.47,0.0,0.0,1.47,1.47,0.0,2.94,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.47,8.82,0.0,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,4.41,1.47,0.0,0.0,0.0,0.0,2.94,4.41,0.0,0.0,2.94,1.47,0.0,0.0,5.88,16.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,4.41,4.41,0.0,0.0,0.0,2.94,0.0
611d090a60d4baced18b88a6,Truthful,A job interview for your dream job,145,50.03,2.21,91.02,93.73,18.13,16.55,95.86,71.72,57.24,18.62,12.41,12.41,0.0,0.0,0.0,0.0,6.21,17.93,11.03,3.45,10.34,6.9,8.28,4.14,0.0,12.41,5.52,3.45,0.69,0.69,0.0,0.0,7.59,0.0,6.9,3.45,2.76,0.0,0.0,2.76,0.0,0.69,5.52,5.52,0.0,2.76,2.76,0.0,0.0,0.0,0.0,0.0,8.97,8.97,1.38,0.0,0.0,0.0,6.9,0.69,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.38,10.34,0.0,0.0,9.66,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.69,0.0,3.45,2.76,0.0,0.69,1.38,0.0,0.0,0.69,7.59,11.72,2.07,1.38,0.0,0.0,0.0,0.0,0.0,11.03,4.14,4.14,0.0,1.38,0.0,1.38,0.0
66323b49e1b24f6d79f25d07,Truthful,Being involved in a car accident,106,51.58,2.56,99.0,,15.14,10.38,96.23,80.19,65.09,14.15,10.38,10.38,0.0,0.0,0.0,0.0,3.77,16.04,12.26,1.89,15.09,9.43,5.66,14.15,0.0,18.87,5.66,5.66,0.94,0.0,0.94,0.0,8.49,0.94,6.6,1.89,0.94,0.94,0.0,0.94,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.94,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,2.83,0.0,0.0,2.83,1.89,0.0,1.89,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,17.92,0.0,5.66,12.26,0.94,0.0,0.0,9.43,12.26,0.94,1.89,0.0,0.0,0.0,0.0,0.0,16.04,6.6,8.49,0.0,0.94,0.0,0.0,0.0
5f6f32f68322f6491511b1e3,Truthful,A job interview for your dream job,334,54.79,3.39,98.34,67.39,19.65,14.97,95.21,76.65,60.48,17.37,12.57,10.48,0.6,0.0,0.0,1.5,4.79,17.96,9.88,2.69,13.47,8.08,5.39,6.89,0.6,17.66,5.99,4.79,4.19,2.4,1.2,0.6,12.87,0.3,12.57,4.19,0.9,1.5,1.5,1.2,3.29,0.0,3.59,3.29,0.3,2.1,1.8,0.3,0.3,0.0,0.0,0.0,9.58,6.59,0.3,1.2,0.0,0.0,3.89,3.29,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.3,7.19,0.3,0.3,6.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.69,0.0,0.0,0.0,0.0,0.0,0.0,5.39,7.78,0.0,0.9,5.39,0.3,0.3,1.5,7.19,9.58,0.6,0.6,0.0,0.0,0.0,0.0,0.0,9.28,4.79,2.69,0.0,0.3,0.3,1.2,0.0
60a44015d0ff9f3d81a1a1c8,Truthful,Taking the bus/train without the ticket,71,69.43,72.47,90.52,64.63,23.67,7.04,92.96,80.28,60.56,15.49,8.45,1.41,7.04,0.0,0.0,0.0,7.04,23.94,8.45,0.0,15.49,5.63,1.41,7.04,4.23,21.13,5.63,7.04,9.86,9.86,0.0,0.0,22.54,11.27,11.27,2.82,0.0,2.82,2.82,0.0,5.63,0.0,5.63,4.23,1.41,2.82,1.41,1.41,1.41,0.0,0.0,0.0,9.86,0.0,0.0,0.0,0.0,0.0,0.0,9.86,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,1.41,5.63,0.0,0.0,0.0,0.0,1.41,0.0,11.27,15.49,1.41,2.82,8.45,1.41,1.41,0.0,7.04,8.45,0.0,1.41,0.0,0.0,0.0,0.0,0.0,8.45,4.23,1.41,0.0,0.0,2.82,0.0,0.0
6586e5f59b65330608147376,Truthful,Taking the bus/train without the ticket,159,18.67,13.48,87.76,20.23,22.71,13.21,93.71,77.99,59.75,15.09,9.43,5.66,1.26,0.0,0.63,1.89,5.66,15.09,5.03,1.89,10.06,10.69,5.66,8.81,3.14,17.61,10.06,8.81,3.14,1.89,0.0,1.26,13.21,3.14,10.06,1.26,1.26,1.26,1.26,0.63,3.14,0.0,2.52,1.26,1.26,1.89,0.63,1.26,0.0,0.0,0.0,0.0,6.92,1.89,0.0,0.0,0.0,0.0,0.63,5.03,0.63,0.0,1.26,0.0,0.63,0.0,0.0,0.63,6.29,0.63,0.0,1.26,4.4,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.63,0.63,0.0,0.0,0.0,6.29,7.55,1.26,3.77,3.14,0.0,0.0,0.0,9.43,8.18,2.52,0.0,0.0,0.0,0.0,0.0,0.0,6.29,4.4,1.89,0.0,0.0,0.0,0.0,0.0
6633b44c7d3c837e14f2a53a,Truthful,A job interview for your dream job,120,49.68,1.24,98.93,59.44,30.0,22.5,90.83,74.17,61.67,13.33,10.0,8.33,0.0,0.0,0.0,1.67,3.33,17.5,9.17,5.0,13.33,5.83,10.0,8.33,1.67,13.33,6.67,10.83,1.67,0.0,1.67,0.0,11.67,0.0,11.67,3.33,0.83,0.0,0.83,0.0,7.5,0.0,5.83,4.17,1.67,0.83,0.83,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,1.67,4.17,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.83,8.33,0.83,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,0.0,0.83,0.0,0.0,0.0,0.83,5.83,7.5,0.83,0.83,5.83,0.83,0.0,0.0,5.0,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,3.33,2.5,0.0,0.0,0.0,2.5,0.0
5da1b94dbc285e001676e438,Truthful,Taking the bus/train without the ticket,87,61.69,17.26,99.0,,21.75,11.49,86.21,70.11,58.62,17.24,13.79,9.2,0.0,1.15,1.15,1.15,3.45,16.09,8.05,4.6,14.94,6.9,4.6,5.75,1.15,12.64,3.45,6.9,2.3,0.0,0.0,2.3,6.9,0.0,6.9,1.15,0.0,2.3,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,1.15,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,5.75,1.15,0.0,2.3,2.3,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,18.39,0.0,3.45,12.64,2.3,0.0,0.0,6.9,3.45,4.6,1.15,0.0,0.0,0.0,0.0,0.0,8.05,4.6,3.45,0.0,0.0,0.0,0.0,0.0
6106e9f1880fb0b44c319ced,Truthful,Taking the bus/train without the ticket,63,47.27,67.92,56.69,,31.5,12.7,90.48,69.84,63.49,12.7,12.7,3.17,6.35,0.0,0.0,3.17,0.0,14.29,9.52,3.17,15.87,11.11,6.35,9.52,3.17,17.46,1.59,6.35,12.7,7.94,0.0,4.76,14.29,0.0,9.52,1.59,1.59,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,4.76,3.17,0.0,0.0,0.0,0.0,0.0,9.52,4.76,0.0,1.59,3.17,0.0,0.0,0.0,3.17,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,3.17,0.0,0.0,0.0,1.59,0.0,0.0
61070ae8d3d60051894d043d,Truthful,A job interview for your dream job,119,54.34,1.0,99.0,90.8,13.22,16.81,97.48,76.47,63.87,17.65,13.45,13.45,0.0,0.0,0.0,0.0,4.2,16.81,10.92,0.84,14.29,6.72,5.88,9.24,0.84,13.45,5.88,3.36,2.52,0.0,2.52,0.0,8.4,0.0,8.4,0.84,0.84,0.0,3.36,1.68,2.52,0.0,5.04,5.04,0.0,1.68,1.68,0.0,0.0,0.0,0.0,0.0,6.72,6.72,0.84,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,2.52,3.36,0.0,0.0,5.04,0.84,0.84,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,1.68,5.88,11.76,1.68,2.52,6.72,0.84,0.0,0.0,9.24,10.92,0.0,2.52,0.0,0.0,0.0,0.0,0.0,7.56,6.72,0.84,0.0,0.0,0.0,0.0,0.0
651abfa6940617e3459e5dd5,Truthful,Cheating on an exam,99,54.26,2.75,98.58,,19.8,14.14,89.9,74.75,68.69,17.17,10.1,8.08,2.02,0.0,0.0,0.0,7.07,19.19,9.09,3.03,17.17,10.1,6.06,7.07,1.01,15.15,1.01,7.07,4.04,2.02,2.02,0.0,10.1,1.01,9.09,0.0,0.0,0.0,0.0,3.03,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,2.02,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,1.01,0.0,1.01,0.0,0.0,0.0,0.0,6.06,9.09,0.0,2.02,7.07,0.0,0.0,0.0,7.07,11.11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,14.14,5.05,8.08,0.0,0.0,1.01,0.0,0.0
64dcf8790e142fae196e80b5,Truthful,A job interview for your dream job,57,62.72,14.81,96.42,99.0,14.25,45.61,84.21,57.89,45.61,10.53,10.53,8.77,0.0,0.0,0.0,0.0,0.0,10.53,5.26,1.75,12.28,10.53,1.75,7.02,0.0,14.04,8.77,0.0,12.28,1.75,10.53,0.0,10.53,0.0,10.53,8.77,0.0,0.0,0.0,0.0,0.0,0.0,10.53,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,3.51,1.75,1.75,0.0,0.0,1.75,3.51,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.75,8.77,0.0,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,5.26,7.02,0.0,0.0,5.26,1.75,0.0,0.0,5.26,1.75,8.77,0.0,0.0,0.0,0.0,0.0,0.0,7.02,5.26,0.0,0.0,0.0,0.0,1.75,0.0
60e2b231208c5246dd56727a,Truthful,A job interview for your dream job,143,19.36,1.66,97.93,83.31,17.88,18.88,98.6,75.52,62.24,17.48,13.29,12.59,0.0,0.0,0.0,0.7,4.2,14.69,7.69,1.4,12.59,9.79,10.49,10.49,0.0,18.18,4.2,1.4,2.1,0.0,2.1,0.0,6.29,1.4,4.2,2.8,0.7,0.0,0.0,0.0,0.7,1.4,5.59,4.9,0.7,2.8,2.1,0.7,0.7,0.0,0.0,0.0,6.99,6.29,2.1,0.7,0.0,0.0,3.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.7,0.0,0.0,8.39,6.29,0.0,0.7,4.2,0.7,0.0,0.0,8.39,13.29,1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.99,5.59,1.4,0.0,0.0,0.0,0.0,0.0
615a0e129541891323d6cabb,Truthful,A job interview for your dream job,124,32.41,1.0,93.83,44.38,31.0,15.32,95.97,77.42,61.29,18.55,10.48,9.68,0.0,0.0,0.0,0.0,8.06,14.52,4.84,0.81,16.94,11.29,1.61,8.06,4.84,21.77,6.45,3.23,4.84,0.81,4.03,0.0,20.16,2.42,16.94,3.23,0.81,3.23,5.65,0.0,3.23,0.81,1.61,1.61,0.0,0.81,0.81,0.0,0.0,0.0,0.0,0.0,6.45,4.84,0.81,0.0,0.0,0.0,3.23,1.61,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,8.87,5.65,0.0,0.81,5.65,0.0,0.0,0.0,7.26,10.48,1.61,2.42,0.0,0.0,0.0,0.0,0.0,4.84,3.23,1.61,0.0,0.0,0.0,0.0,0.0
5c704b219990ef00016bcc52,Truthful,A job interview for your dream job,70,72.76,1.51,99.0,41.28,11.67,25.71,95.71,71.43,57.14,17.14,14.29,12.86,0.0,0.0,0.0,1.43,2.86,17.14,10.0,0.0,14.29,5.71,4.29,5.71,0.0,17.14,2.86,2.86,0.0,0.0,0.0,0.0,14.29,0.0,14.29,8.57,0.0,1.43,1.43,2.86,1.43,0.0,4.29,2.86,1.43,2.86,1.43,1.43,1.43,0.0,0.0,0.0,11.43,10.0,0.0,0.0,0.0,0.0,10.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.43,0.0,8.57,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,12.86,0.0,4.29,7.14,0.0,0.0,1.43,1.43,14.29,0.0,2.86,0.0,0.0,0.0,0.0,0.0,14.29,8.57,5.71,0.0,0.0,0.0,0.0,0.0
609fa46350e47e8c8a5fb830,Truthful,Ending a long romantic relationship,263,33.84,8.13,99.0,36.53,18.79,15.97,94.3,77.95,61.6,19.01,14.07,9.51,0.76,0.0,3.42,0.38,4.94,14.07,6.46,3.04,15.21,7.98,6.46,8.37,1.9,17.49,7.22,8.37,1.9,1.14,0.38,0.38,12.17,0.76,11.03,3.04,0.76,1.14,1.52,0.76,3.04,0.0,3.42,1.9,0.76,1.52,0.0,0.76,0.0,0.0,0.0,0.0,9.89,2.28,0.0,0.0,0.0,0.0,2.28,6.08,0.76,0.0,2.66,1.52,0.0,0.0,0.0,0.0,1.14,0.38,0.76,0.0,0.0,0.0,1.9,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1.14,0.0,0.38,0.0,0.0,0.38,0.0,6.08,14.45,0.38,3.8,10.65,0.76,0.38,0.38,7.98,13.69,0.38,0.38,0.0,0.0,0.0,0.0,0.0,14.83,6.08,4.56,0.0,0.0,1.9,2.28,0.0
64944e5edd31dfc2becbe54e,Truthful,Ending a long romantic relationship,74,42.89,83.39,94.68,,10.57,16.22,97.3,79.73,58.11,22.97,16.22,6.76,6.76,0.0,0.0,2.7,6.76,14.86,5.41,2.7,14.86,5.41,4.05,4.05,2.7,18.92,6.76,5.41,18.92,13.51,4.05,1.35,8.11,0.0,8.11,1.35,1.35,1.35,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57,2.7,2.7,0.0,0.0,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,6.76,0.0,2.7,4.05,0.0,0.0,0.0,9.46,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,9.46,1.35,0.0,0.0,0.0,0.0,0.0
6554e0af8fb92782e7a13a99,Truthful,Ending a long romantic relationship,66,1.0,17.46,79.84,1.0,11.0,12.12,98.48,80.3,66.67,19.7,13.64,6.06,3.03,0.0,4.55,0.0,6.06,7.58,1.52,0.0,9.09,13.64,10.61,12.12,3.03,18.18,6.06,6.06,4.55,4.55,0.0,0.0,28.79,1.52,27.27,4.55,0.0,3.03,3.03,6.06,9.09,0.0,12.12,1.52,9.09,9.09,1.52,3.03,0.0,0.0,0.0,0.0,15.15,4.55,0.0,0.0,3.03,3.03,1.52,10.61,0.0,0.0,1.52,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,12.12,1.52,1.52,4.55,0.0,0.0,6.06,4.55,10.61,1.52,0.0,0.0,0.0,0.0,0.0,0.0,12.12,9.09,1.52,0.0,0.0,1.52,0.0,0.0
605f28b28e4d87b8d3ebf047,Truthful,Causing a car accident,224,8.85,1.0,99.0,11.2,18.67,18.75,95.09,78.13,63.84,20.98,14.29,13.39,0.45,0.0,0.0,0.0,6.7,16.96,6.25,1.79,10.27,8.48,8.48,9.38,3.57,19.2,3.57,6.25,1.34,0.45,0.89,0.0,17.41,2.68,14.73,3.57,1.34,1.79,0.89,0.89,6.25,0.0,2.68,0.89,1.79,0.89,0.0,0.89,0.45,0.0,0.0,0.0,2.23,0.45,0.0,0.0,0.0,0.0,0.45,1.34,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.89,1.79,0.0,0.0,0.45,1.34,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,2.68,0.0,0.45,0.0,0.0,0.45,0.0,12.95,15.18,3.13,5.8,4.46,0.89,0.0,1.34,8.04,8.48,3.13,0.45,0.0,0.0,0.0,0.0,0.0,12.5,5.8,3.57,0.0,0.0,2.68,0.45,0.0
6001b2d42e88fb0ca9afcb80,Truthful,Cheating on an exam,68,64.21,1.0,89.39,7.16,34.0,10.29,91.18,77.94,61.76,14.71,10.29,10.29,0.0,0.0,0.0,0.0,4.41,16.18,7.35,0.0,17.65,5.88,4.41,10.29,1.47,19.12,4.41,5.88,0.0,0.0,0.0,0.0,11.76,0.0,11.76,1.47,2.94,0.0,0.0,1.47,4.41,0.0,4.41,1.47,2.94,1.47,0.0,1.47,1.47,0.0,0.0,0.0,2.94,2.94,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.47,2.94,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,1.47,2.94,8.82,1.47,2.94,4.41,0.0,0.0,0.0,1.47,11.76,0.0,1.47,0.0,0.0,0.0,0.0,0.0,2.94,2.94,0.0,0.0,0.0,0.0,0.0,0.0
60db077a92532d1c05a7b440,Truthful,Ending a long romantic relationship,97,8.05,1.0,99.0,68.9,24.25,11.34,100.0,88.66,71.13,23.71,16.49,14.43,0.0,0.0,1.03,0.0,7.22,10.31,6.19,2.06,11.34,13.4,3.09,10.31,2.06,24.74,9.28,3.09,5.15,4.12,1.03,0.0,15.46,0.0,14.43,1.03,3.09,1.03,3.09,0.0,5.15,2.06,5.15,4.12,1.03,2.06,2.06,0.0,0.0,0.0,0.0,0.0,7.22,2.06,1.03,0.0,0.0,0.0,1.03,4.12,0.0,0.0,0.0,1.03,1.03,0.0,0.0,1.03,1.03,0.0,1.03,0.0,0.0,0.0,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,13.4,0.0,2.06,11.34,0.0,0.0,2.06,4.12,8.25,5.15,5.15,0.0,0.0,0.0,0.0,0.0,4.12,3.09,1.03,0.0,0.0,0.0,0.0,0.0
66095f2c67549a79c9a3dcd3,Truthful,Cheating on an exam,158,83.34,11.43,96.11,13.46,26.33,12.03,94.3,79.11,66.46,9.49,6.33,3.8,2.53,0.0,0.0,0.0,3.16,22.78,12.66,6.96,15.82,10.13,5.06,6.33,1.27,14.56,5.7,16.46,5.06,2.53,2.53,0.0,14.56,0.0,13.29,1.9,0.63,2.53,0.63,0.0,6.33,0.0,4.43,1.9,2.53,0.63,0.0,0.63,0.0,0.0,0.0,0.0,6.33,3.8,0.0,0.0,2.53,2.53,1.27,2.53,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.63,3.16,0.0,1.27,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,4.43,15.19,0.63,2.53,12.03,0.0,0.0,0.63,3.8,6.96,3.8,1.27,0.0,0.0,0.0,0.0,0.0,5.06,3.16,0.63,0.0,0.0,1.27,0.0,0.0
