num_sentences,num_words,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,Temporal details,Spatial details,Quantity details,People,concreteness,Condition,Participant_id,Event
3,68,90,1.3235294117647058,8.6,73.81,9.55,99.0,1.0,0.0,5.88,16.18,0.0,0.0,11.76,0.0,16.18,0.0,11.76,2.94,8.819999999999999,0.0,0.0,0.0,0.0,3.763888888888889,Truthful,5c4ded8b818d4d00013e69c9,None of them
7,165,250,1.5151515151515151,11.3,55.98,11.02,29.49,37.68,6.06,4.85,10.3,0.0,2.42,15.15,0.61,10.3,5.45,9.09,1.21,6.0600000000000005,1.8181818181818181,0.0,0.0,0.0,2.473207547169811,Truthful,5d8aa1e3eab19600163d9ab7,Ending a long romantic relationship
4,89,129,1.449438202247191,9.6,65.76,77.16,88.44,72.98,4.49,1.12,7.87,1.12,1.12,17.98,2.25,8.99,0.0,11.23,2.24,1.1099999999999994,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,3.0237037037037044,Truthful,61167432ce8609ead0c1a53e,Taking the bus/train without the ticket
4,72,92,1.2777777777777777,6.8,78.59,77.34,99.0,20.23,1.33,1.33,8.0,0.0,0.0,6.67,0.0,6.67,0.0,25.34,1.33,22.67,3.9473684210526314,1.3157894736842104,6.578947368421052,0.0,3.325,Truthful,616889ab192cb0ec87810f4b,Getting a speeding fine
13,193,265,1.3730569948186528,6.7,73.37,66.66,98.41,,0.0,0.0,9.33,1.55,0.0,7.25,0.0,11.91,3.11,15.55,1.04,9.34,0.5181347150259068,0.5181347150259068,1.5544041450777202,0.0,3.661454545454545,Truthful,614f97bf64cce227b7d28f15,Taking the bus/train without the ticket
3,67,83,1.2388059701492538,7.3,82.68,15.68,99.0,1.78,1.49,4.48,7.46,1.49,0.0,8.96,0.0,13.43,4.48,17.92,1.49,16.419999999999998,0.0,0.0,0.0,0.0,3.1578947368421053,Truthful,64d162a0634b065f9a8c74db,Ending a long romantic relationship
8,137,185,1.3503649635036497,7.6,71.04,47.09,94.64,54.23,2.92,0.73,11.68,1.46,0.73,11.68,0.0,13.870000000000001,2.92,10.95,0.0,2.92,2.8169014084507045,0.0,0.0,0.0,3.1992307692307693,Truthful,582a0f48429e67000168cef9,Getting fired
6,152,222,1.4605263157894737,12.0,54.26,26.1,99.0,2.53,0.66,3.29,15.13,2.63,0.66,13.82,0.66,11.180000000000001,0.66,19.07,1.32,11.18,0.6578947368421052,0.0,0.0,0.0,2.811111111111111,Truthful,60d096244aeaf354bdff6c0f,Ending a long romantic relationship
7,121,174,1.43801652892562,7.7,70.84,52.6,99.0,2.91,0.0,2.48,11.57,0.83,1.65,9.09,0.83,9.09,0.0,19.84,4.14,18.2,4.918032786885246,0.0,0.819672131147541,0.0,3.041818181818182,Truthful,65ad43eb42fd54d74537849d,Being hospitalised and undergoing surgery
2,71,101,1.4225352112676057,14.8,52.36,37.3,97.72,64.0,4.17,1.39,12.5,0.0,0.0,2.78,0.0,12.5,2.78,18.05,0.0,20.83,2.8169014084507045,0.0,0.0,0.0,3.2730434782608704,Truthful,615dd3573789fe2208d75010,A job interview for your dream job
6,141,188,1.3333333333333333,8.9,73.0,24.81,97.62,4.04,0.0,2.13,14.18,0.0,0.0,12.06,0.0,8.51,0.0,16.31,0.0,6.379999999999997,0.7092198581560284,0.0,0.0,0.0,3.4059375000000003,Truthful,5e8e06cbdf10df0a811b6f29,Getting fired
5,94,114,1.2127659574468086,5.9,86.23,88.01,98.02,35.11,1.05,0.0,11.58,1.05,0.0,9.47,2.11,10.53,0.0,17.89,1.05,10.520000000000001,2.1052631578947367,0.0,0.0,0.0,3.433043478260869,Truthful,63eed2f5e3b5634b47c2969b,Taking the bus/train without the ticket
4,69,84,1.2173913043478262,5.3,87.76,20.27,99.0,1.92,0.0,2.9,13.04,0.0,0.0,17.39,0.0,13.04,0.0,20.3,2.9,8.709999999999997,2.898550724637681,0.0,0.0,0.0,3.0573913043478265,Truthful,615aa900c220b984ac72d063,Taking the bus/train without the ticket
8,149,210,1.4093959731543624,8.2,69.52,26.53,98.96,4.51,2.68,4.7,12.08,0.0,0.0,10.07,0.0,13.42,0.67,16.78,2.01,16.77,2.0134228187919465,0.0,0.0,0.0,2.954893617021277,Truthful,6066605f771a5f6a09a9d171,None of them
3,67,94,1.4029850746268657,9.6,65.76,63.7,78.08,67.25,2.99,0.0,4.48,5.97,0.0,10.45,0.0,11.940000000000001,1.49,13.43,1.49,7.460000000000001,1.4925373134328357,0.0,2.9850746268656714,0.0,2.9086956521739133,Truthful,611fa7145e12d461efbc32ad,Ending a long romantic relationship
4,70,92,1.3142857142857143,6.6,79.09,21.11,80.49,84.26,4.29,0.0,18.57,1.43,0.0,8.57,1.43,15.71,4.29,17.14,1.43,14.29,1.4285714285714286,0.0,0.0,0.0,3.0610526315789475,Truthful,5e6d1d84e02fac2e80630986,None of them
2,95,121,1.2736842105263158,18.3,48.64,14.48,21.03,9.95,3.16,4.21,11.58,2.11,3.16,7.37,0.0,11.58,14.74,15.790000000000001,3.16,18.950000000000003,0.0,0.0,0.0,0.0,2.997333333333333,Truthful,6162fc52fa68079d28dc5be9,Ending a long romantic relationship
5,87,109,1.2528735632183907,6.5,79.19,86.03,99.0,,0.0,0.0,6.9,2.3,0.0,4.6,0.0,6.9,0.0,31.04,2.3,28.739999999999995,2.2988505747126435,0.0,0.0,0.0,3.5615625,Truthful,6169b9bebf7944c982570066,Getting a speeding fine
6,89,133,1.4943820224719102,7.9,64.91,81.99,98.6,1.0,0.0,4.49,11.24,0.0,0.0,5.62,0.0,7.86,2.25,21.35,3.37,23.59,1.1235955056179776,0.0,0.0,0.0,3.4182857142857146,Truthful,5f4d58ecb310d216aa02056f,Being involved in a car accident
6,108,139,1.287037037037037,6.8,78.59,68.55,96.01,10.93,3.7,4.63,11.11,1.85,0.93,12.04,0.0,10.19,3.7,22.229999999999997,0.0,18.519999999999996,0.0,0.0,0.0,0.0,2.832173913043478,Truthful,5cb49ebeaa462b000173d4ce,None of them
7,128,199,1.5546875,10.4,52.9,32.21,7.43,93.46,7.81,2.34,9.38,0.0,1.56,13.28,0.0,3.9,8.59,11.72,0.78,9.38,1.550387596899225,0.0,0.0,0.7751937984496124,2.9253488372093024,Truthful,60faab394a1729764adb9a29,None of them
11,283,402,1.4204946996466432,11.0,62.31,54.29,23.2,52.91,2.46,0.35,10.92,2.11,0.7,7.75,0.35,5.28,2.46,9.510000000000002,1.4100000000000001,5.990000000000002,0.35211267605633806,1.056338028169014,0.35211267605633806,0.0,2.998028169014084,Truthful,64835cdc41f91285bcbd2de1,A job interview for your dream job
3,94,142,1.5106382978723405,14.3,48.17,58.19,93.79,9.87,1.06,2.13,10.64,1.06,0.0,15.96,3.19,9.57,0.0,11.7,1.06,-0.010000000000001563,1.0309278350515463,0.0,1.0309278350515463,0.0,2.8748484848484845,Truthful,58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation
4,63,82,1.3015873015873016,5.9,80.82,29.12,24.32,88.66,7.94,3.17,11.11,3.17,0.0,19.05,0.0,7.9399999999999995,4.76,6.35,0.0,-1.5899999999999999,0.0,0.0,0.0,0.0,3.0238095238095237,Truthful,662facfec0ba4b043da4f5b7,Ending a long romantic relationship
10,195,266,1.3641025641025641,8.5,68.6,33.85,99.0,2.7,1.03,3.59,13.33,1.03,0.51,11.79,1.03,14.36,4.609999999999999,16.42,2.05,11.810000000000002,1.5384615384615383,0.0,1.5384615384615383,0.0,3.0995999999999997,Truthful,5f511bec133110302c132ada,None of them
3,71,90,1.267605633802817,9.0,72.8,73.06,99.0,2.07,0.0,2.82,12.68,0.0,0.0,11.27,1.41,11.27,0.0,21.13,1.41,14.09,4.225352112676056,0.0,0.0,0.0,2.828333333333333,Truthful,616ad7ac6299f99ce33cdc78,Missing a deadline at work because of bad organisation
19,381,562,1.4750656167979002,9.9,59.53,69.9,95.07,43.65,2.36,0.79,9.42,0.52,2.09,8.38,0.0,10.47,1.57,13.6,0.52,8.879999999999997,2.356020942408377,0.0,0.2617801047120419,0.0,2.922446808510639,Truthful,61019700e91edea68fa6e341,A job interview for your dream job
3,74,102,1.3783783783783783,10.6,63.32,4.33,65.19,2.35,2.7,5.41,12.16,0.0,0.0,8.11,0.0,17.56,8.11,12.16,1.35,13.509999999999998,0.0,0.0,1.3513513513513513,0.0,2.7754545454545454,Truthful,61190367632a534f9e11b013,Ending a long romantic relationship
5,81,111,1.3703703703703705,7.2,71.95,52.14,94.28,3.01,0.0,2.44,9.76,1.22,0.0,12.2,0.0,9.76,1.22,9.76,1.22,1.2200000000000006,1.1904761904761905,0.0,0.0,0.0,3.5911111111111116,Truthful,5be7862766e3d100010397f5,None of them
5,140,189,1.35,11.8,59.98,31.66,86.85,41.28,1.43,0.0,10.71,2.86,0.71,12.14,0.71,8.57,5.71,17.86,2.1399999999999997,9.29,2.8368794326241136,0.0,0.0,0.7092198581560284,3.3017073170731708,Truthful,612f91ca38ac5c65f415e0a0,Ending a long romantic relationship
5,60,83,1.3833333333333333,5.6,76.22,10.19,82.8,45.29,3.33,1.67,20.0,0.0,0.0,8.33,0.0,8.33,5.0,13.34,1.67,11.679999999999998,1.639344262295082,0.0,0.0,0.0,2.9968421052631578,Truthful,64764d56699f097a96ec6e5c,A job interview for your dream job
8,111,177,1.5945945945945945,8.7,57.37,27.81,97.36,32.75,1.8,0.9,11.71,0.9,0.9,12.61,0.9,12.61,1.8,10.809999999999999,0.0,0.8999999999999986,1.7857142857142856,0.0,1.7857142857142856,0.0,2.9197297297297298,Truthful,60ca6cf4fb84a3c8c377b3ae,A job interview for your dream job
8,171,232,1.3567251461988303,9.3,66.67,57.59,99.0,13.9,1.17,1.75,10.53,0.0,0.0,11.11,0.0,12.87,2.34,17.54,0.0,9.350000000000001,2.3255813953488373,0.0,0.5813953488372093,0.0,3.2747169811320753,Truthful,611d1134bcc4eda812acf219,Causing a car accident
10,220,317,1.440909090909091,9.5,66.07,45.12,57.01,5.35,1.36,3.18,8.64,1.36,0.45,14.09,0.91,7.73,5.45,13.64,0.45,4.550000000000001,0.904977375565611,0.0,0.4524886877828055,0.0,3.0240677966101694,Truthful,64907ddafce68f23be1f76e4,None of them
12,225,305,1.3555555555555556,8.3,69.31,26.38,98.23,7.99,0.89,2.22,13.33,0.89,0.44,9.78,0.89,10.219999999999999,1.33,16.01,1.77,11.110000000000001,0.8849557522123894,0.0,0.0,0.0,3.1767857142857143,Truthful,60efeb93a344337b34458f55,Being involved in a car accident
10,189,243,1.2857142857142858,7.1,77.67,1.34,88.95,95.17,7.41,1.59,12.17,2.65,1.06,13.76,0.0,13.23,6.35,12.7,1.59,9.520000000000001,1.0362694300518136,0.0,1.0362694300518136,0.0,2.7824999999999993,Truthful,610175155f08cd4c8fecc978,Ending a long romantic relationship
6,122,183,1.5,10.0,59.33,45.55,55.28,89.9,5.74,0.82,13.93,0.0,0.0,9.02,2.46,7.38,1.64,4.92,0.82,3.280000000000001,2.419354838709677,0.0,0.8064516129032258,0.0,2.8048484848484847,Truthful,60decd2097f9a85cd3a908b0,A job interview for your dream job
8,126,163,1.2936507936507937,5.9,80.82,29.12,90.66,6.51,0.0,1.59,12.7,0.79,2.38,15.08,0.0,14.280000000000001,0.0,11.899999999999999,2.37,0.7799999999999994,2.3622047244094486,0.0,0.7874015748031495,0.0,2.7217948717948715,Truthful,5c50568e66d4560001d38743,Missing a deadline at work because of bad organisation
16,247,293,1.1862348178137652,4.6,89.68,67.62,28.44,37.72,1.62,0.4,11.74,0.4,0.4,7.69,0.0,5.260000000000001,10.530000000000001,18.22,2.43,14.979999999999997,1.6064257028112447,0.0,0.4016064257028112,0.0,3.3551470588235293,Truthful,5e2c96a6ec357b2b16b15d31,None of them
5,97,136,1.402061855670103,8.5,68.7,2.61,67.48,68.9,3.09,0.0,15.46,3.09,0.0,16.49,1.03,7.21,2.06,9.27,2.06,-1.0399999999999991,0.0,0.0,0.0,0.0,2.752333333333332,Truthful,6605bc33cd5de51f7deaf3c4,Ending a long romantic relationship
24,287,368,1.2822299651567943,4.4,84.68,11.5,90.77,58.42,3.14,0.7,16.38,1.05,0.35,8.36,0.35,12.889999999999999,10.100000000000001,18.470000000000002,3.4899999999999998,18.130000000000003,1.0380622837370241,0.0,0.0,0.0,3.4145945945945946,Truthful,611d32745d36a6ef5fbb0798,Ending a long romantic relationship
6,83,120,1.4457831325301205,6.3,74.39,59.91,86.1,76.34,3.61,0.0,8.43,1.2,2.41,8.43,0.0,10.84,1.2,10.84,0.0,6.02,2.4096385542168677,1.2048192771084338,0.0,0.0,3.0572413793103452,Truthful,60dcbb9b2107c4072cc9c1a0,A job interview for your dream job
15,413,551,1.334140435835351,10.5,68.94,1.88,99.0,37.66,4.12,2.91,10.17,2.66,1.69,18.64,0.48,12.35,2.66,17.909999999999997,1.69,8.219999999999999,1.4184397163120568,0.0,0.4728132387706856,0.0,2.8133734939759036,Truthful,6082c924dd13d8ec285f751f,Ending a long romantic relationship
7,216,298,1.3796296296296295,13.0,57.03,1.0,52.89,10.93,1.85,2.78,14.81,1.39,0.93,13.89,0.46,10.65,8.8,15.29,0.93,6.959999999999997,0.9090909090909091,0.0,0.0,0.0,2.704347826086957,Truthful,5e4dc0e1506e2f222ce980be,Ending a long romantic relationship
13,249,321,1.2891566265060241,7.2,77.37,13.8,61.15,25.41,2.81,2.41,8.84,3.21,2.41,10.84,0.0,13.26,5.220000000000001,15.66,1.2000000000000002,11.239999999999998,0.3968253968253968,0.0,0.7936507936507936,0.0,3.0239682539682535,Truthful,5fb645baab20a21052ab532c,Cheating on your partner
4,81,119,1.4691358024691359,10.0,59.33,91.13,83.36,58.91,2.47,0.0,13.58,0.0,1.23,2.47,0.0,6.17,0.0,17.29,0.0,17.29,3.6585365853658534,0.0,1.2195121951219512,0.0,3.1755172413793105,Truthful,60aea3068c18c4a83c630833,Being hospitalised and undergoing surgery
3,106,147,1.3867924528301887,14.7,52.57,27.3,99.0,88.29,5.66,0.94,14.15,0.94,3.77,14.15,0.94,14.15,0.0,15.100000000000001,0.0,7.5500000000000025,1.8867924528301887,0.0,0.0,0.0,3.034242424242424,Truthful,60eaac9e9b27ce557bd8fc58,Cheating on an exam
7,148,197,1.3310810810810811,8.0,75.44,7.95,98.19,1.0,0.68,6.76,10.81,2.03,0.68,14.86,0.0,12.84,6.08,17.56,0.68,10.809999999999999,2.0,0.0,0.0,0.0,3.148378378378378,Truthful,6017d3a6c1146da27427ca87,None of them
7,120,176,1.4666666666666666,8.8,62.58,66.79,93.95,59.44,5.0,2.5,10.83,0.83,0.0,5.83,0.83,14.17,0.0,12.5,0.83,14.999999999999998,0.819672131147541,0.0,0.0,0.0,2.790512820512821,Truthful,60214feec65df50cd6837a48,None of them
1,91,129,1.4175824175824177,36.4,-3.98,46.9,97.09,35.85,3.3,2.2,7.69,8.79,2.2,5.49,0.0,8.79,5.49,23.080000000000002,0.0,23.08,0.0,3.225806451612903,0.0,0.0,2.89,Truthful,61088f5351df7edad3fa8c5f,Ending a long romantic relationship
4,103,148,1.4368932038834952,11.0,62.21,53.11,72.16,10.58,0.97,1.94,13.59,0.97,0.97,15.53,1.94,10.68,0.97,8.74,0.97,-2.9099999999999984,0.9708737864077669,0.0,0.0,0.0,2.8214814814814813,Truthful,64993fe6a6efc01015975195,Missing a deadline at work because of bad organisation
5,71,94,1.323943661971831,5.3,82.44,53.24,94.15,,0.0,0.0,12.68,0.0,0.0,7.04,0.0,14.08,1.41,8.46,1.41,2.830000000000001,0.0,0.0,1.3157894736842104,0.0,3.6578947368421053,Truthful,60bf87acf2da5a898c0247db,None of them
9,210,300,1.4285714285714286,10.0,64.75,15.41,99.0,26.46,2.38,1.9,14.29,1.43,0.95,17.14,0.0,14.76,0.95,10.0,1.91,-0.9400000000000013,0.0,0.0,0.0,0.0,2.7101724137931034,Truthful,61138add299713969a18677d,A job interview for your dream job
1,113,173,1.5309734513274336,46.2,-34.77,69.77,59.67,5.58,0.0,1.77,7.08,0.88,1.77,12.39,0.0,7.96,2.65,10.620000000000001,0.0,0.0,0.0,0.0,1.7699115044247788,0.0,2.676551724137931,Truthful,6525df8911e6faea5152a4f9,A job interview for your dream job
5,79,107,1.3544303797468353,7.1,72.36,4.65,63.35,1.0,1.25,10.0,11.25,1.25,0.0,21.25,0.0,18.75,5.0,2.5,5.0,-2.5,0.0,0.0,0.0,0.0,3.153157894736842,Truthful,611086aa151462dc0ac8d02b,Ending a long romantic relationship
1,102,117,1.1470588235294117,37.2,10.25,18.4,83.69,33.97,0.98,0.0,11.76,3.92,1.96,1.96,0.0,15.69,5.88,13.72,0.98,13.720000000000002,1.9607843137254901,0.0,0.0,0.0,3.50625,Truthful,611cbdc447871199a422d10f,Cheating on your partner
6,131,184,1.4045801526717556,9.4,66.27,46.98,95.51,78.94,6.11,2.29,12.21,1.53,0.0,6.11,0.0,9.92,3.06,18.32,0.76,21.370000000000005,3.0534351145038165,0.0,0.0,0.0,3.147727272727273,Truthful,60b29948c3753b3707dffe90,None of them
7,135,183,1.3555555555555556,8.5,68.81,25.65,98.62,30.29,2.22,1.48,13.33,0.74,2.22,7.41,0.0,11.85,1.48,14.07,0.74,11.84,1.4814814814814816,0.0,0.7407407407407408,0.0,3.0349999999999997,Truthful,61602f3b058c7449d82ec2cf,A job interview for your dream job
5,107,133,1.2429906542056075,6.9,83.59,86.73,99.0,5.11,0.0,1.87,11.21,0.0,1.87,7.48,0.0,6.54,0.93,24.3,4.67,23.36,0.9345794392523363,0.0,0.9345794392523363,0.0,3.62,Truthful,61681f59f7bc57738bf25f26,Being involved in a car accident
4,63,83,1.3174603174603174,5.9,80.82,36.2,61.28,42.71,1.52,0.0,12.12,1.52,0.0,12.12,0.0,12.129999999999999,7.58,10.61,1.52,1.5299999999999994,0.0,0.0,0.0,0.0,3.151818181818182,Truthful,61670b85f91be7f7618712b5,Ending a long romantic relationship
1,71,107,1.5070422535211268,29.8,7.87,76.47,70.75,40.95,2.82,1.41,2.82,2.82,1.41,14.08,0.0,1.41,7.050000000000001,25.36,0.0,15.51,2.8169014084507045,0.0,0.0,0.0,3.070357142857143,Truthful,6120211d8e1eab16fcb7ad69,None of them
3,119,164,1.3781512605042017,16.4,48.1,56.86,75.09,20.23,1.68,1.68,10.08,0.84,1.68,8.4,0.0,10.92,5.04,11.76,1.68,8.4,1.6666666666666667,0.0,0.0,0.0,3.3041666666666667,Truthful,60dc664ea12f7f477dbc4d9d,None of them
7,289,380,1.314878892733564,15.9,54.94,9.74,92.16,24.53,1.35,1.01,8.42,3.37,0.67,18.18,0.0,10.43,2.69,11.780000000000001,2.02,-1.6899999999999977,0.33112582781456956,0.0,0.33112582781456956,0.0,2.97,Truthful,616323b9520ffc74cfc92c4e,Getting fired
11,139,202,1.4532374100719425,7.0,67.15,70.95,80.49,65.27,2.86,0.0,13.57,2.14,0.0,8.57,0.0,8.57,2.1399999999999997,12.86,0.71,7.859999999999999,2.857142857142857,0.0,0.7142857142857143,0.0,3.267380952380953,Truthful,5eb94413a6de9c000af1f187,Being hospitalised and undergoing surgery
3,146,213,1.4589041095890412,21.1,30.5,87.52,96.44,40.28,2.05,0.68,10.27,2.74,0.68,12.33,0.68,7.529999999999999,1.36,14.38,4.79,10.260000000000003,1.36986301369863,0.0,0.0,0.0,3.049285714285714,Truthful,65787cd1d26740f38dbb38d0,Getting fired
15,309,431,1.3948220064724919,9.0,67.49,2.69,96.54,60.93,3.88,1.29,11.65,3.24,0.97,16.5,0.0,9.71,4.8500000000000005,15.219999999999999,1.62,5.84,0.949367088607595,1.89873417721519,2.2151898734177218,0.0,2.8716666666666666,Truthful,656354f852624795c40b5256,Ending a long romantic relationship
4,79,117,1.481012658227848,9.8,59.84,54.15,56.26,38.56,2.53,1.27,8.86,2.53,3.8,8.86,0.0,7.6,7.6,13.92,2.53,11.39,0.0,0.0,1.25,0.0,2.9089655172413793,Truthful,5c681639b65acc0001efc537,A job interview for your dream job
3,76,101,1.3289473684210527,9.6,71.18,49.68,99.0,38.83,1.28,0.0,11.54,0.0,5.13,7.69,0.0,12.82,0.0,26.92,0.0,20.51,1.282051282051282,0.0,0.0,0.0,3.2168421052631584,Truthful,5b7da95ad60c9b000116dd0e,Getting a speeding fine
2,104,134,1.2884615384615385,20.0,44.08,28.53,99.0,20.23,0.96,0.96,13.46,1.92,0.0,9.62,0.0,11.54,2.88,15.389999999999999,2.88,10.569999999999999,0.0,0.0,0.9615384615384616,0.0,3.157666666666667,Truthful,65a53f52a8e15bf1de72f9fe,Cheating on your partner
2,68,83,1.2205882352941178,11.8,70.81,51.16,97.97,,0.0,0.0,16.18,0.0,1.47,10.29,0.0,8.82,0.0,20.58,0.0,10.29,2.898550724637681,0.0,0.0,0.0,3.3320000000000003,Truthful,609568823ff056b77e565445,Taking the bus/train without the ticket
6,59,85,1.4406779661016949,4.8,78.45,29.33,98.71,99.0,8.47,0.0,11.86,1.69,10.17,6.78,0.0,15.25,0.0,18.64,1.69,22.020000000000003,3.3333333333333335,1.6666666666666667,0.0,0.0,3.135217391304348,Truthful,65f00ba551cfa8c040924ca7,None of them
11,166,219,1.319277108433735,5.6,81.53,36.58,88.36,20.23,2.41,2.41,13.86,1.81,0.0,9.04,0.0,11.44,2.41,15.069999999999999,2.4,13.25,3.0120481927710845,0.0,0.6024096385542169,0.0,3.1739655172413794,Truthful,645612cc50e50ba936bc0af9,Cheating on your partner
8,73,104,1.4246575342465753,4.5,79.16,91.29,99.0,1.0,0.0,5.48,12.33,1.37,0.0,0.0,0.0,12.33,0.0,19.18,4.11,28.77,1.36986301369863,0.0,0.0,0.0,3.8822727272727273,Truthful,60cd16e63d3924958e8d3d43,Being hospitalised and undergoing surgery
9,99,133,1.3434343434343434,4.0,85.69,3.8,99.0,4.56,0.0,2.0,16.0,2.0,0.0,16.0,1.0,14.0,4.0,17.0,0.0,4.0,0.9900990099009901,0.0,0.0,0.0,2.905172413793104,Truthful,5ca1cd9c44a54a00156d1a2c,Getting fired
3,119,151,1.26890756302521,15.2,56.56,82.56,83.69,11.63,2.52,3.36,4.2,2.52,0.0,15.97,0.0,5.88,3.36,9.24,3.36,2.51,0.0,0.0,0.0,0.0,3.371578947368422,Truthful,5f7979a06fc70701076819b6,Taking the bus/train without the ticket
3,102,155,1.5196078431372548,15.4,45.43,69.58,87.69,89.77,4.9,0.0,13.73,0.98,1.96,6.86,0.0,9.8,0.98,13.72,0.0,11.760000000000002,0.0,0.0,0.0,0.0,3.104516129032259,Truthful,5fd8a13aaf5bd723a0e0e3fa,None of them
3,86,111,1.2906976744186047,10.9,67.72,22.0,99.0,56.53,3.49,1.16,13.95,0.0,1.16,15.12,1.16,12.79,0.0,12.790000000000001,0.0,2.320000000000002,1.1494252873563218,0.0,1.1494252873563218,0.0,2.9717391304347824,Truthful,5fd9c5c67fa7c74ec42bb318,A job interview for your dream job
14,402,548,1.36318407960199,12.1,59.26,57.28,87.89,59.12,2.73,0.25,10.42,0.74,2.23,11.17,0.0,6.95,0.5,19.35,1.24,12.65,2.211302211302211,0.0,0.4914004914004914,0.4914004914004914,3.179666666666667,Truthful,6102f00212f0ce63ba98bcf3,None of them
5,66,91,1.378787878787879,6.1,75.0,84.76,97.32,99.0,9.09,0.0,7.58,1.52,3.03,3.03,0.0,10.61,1.52,16.669999999999998,0.0,22.729999999999997,4.545454545454546,0.0,1.5151515151515151,0.0,2.807142857142857,Truthful,60f9b64aa48e0aa3697f3557,A job interview for your dream job
6,106,132,1.2452830188679245,5.5,87.35,24.95,35.26,64.84,2.83,0.0,13.21,1.89,0.0,13.21,0.0,10.379999999999999,3.77,6.6,1.89,-1.8900000000000006,0.0,0.9433962264150944,4.716981132075472,0.0,3.156538461538462,Truthful,65ae807131e2bbd749c830a3,Taking the bus/train without the ticket
3,95,131,1.3789473684210527,13.3,56.22,78.14,99.0,,0.0,0.0,8.42,1.05,3.16,2.11,0.0,11.58,0.0,23.16,1.05,22.1,2.1052631578947367,0.0,0.0,0.0,3.4975,Truthful,611d08ce4a184b5b3334a088,Getting fired
1,65,95,1.4615384615384615,27.5,13.96,27.08,97.78,68.66,4.62,1.54,10.77,0.0,1.54,12.31,0.0,13.85,0.0,12.31,3.08,10.770000000000001,3.076923076923077,0.0,0.0,0.0,2.6505555555555556,Truthful,645e80b06614e5f40b6e59c8,Ending a long romantic relationship
4,69,99,1.434782608695652,7.7,70.84,60.52,34.62,7.29,0.0,1.45,13.04,0.0,0.0,7.25,0.0,5.8,8.7,17.39,1.45,13.04,4.3478260869565215,0.0,0.0,0.0,2.778235294117647,Truthful,5d4c238741754800019fdda3,None of them
4,76,103,1.355263157894737,8.3,69.11,38.2,99.0,60.52,2.56,0.0,12.82,0.0,0.0,6.41,1.28,12.82,0.0,21.790000000000003,0.0,17.94,0.0,0.0,1.3157894736842104,0.0,3.1794999999999995,Truthful,616dc333dc51cae13e5c21fc,Getting a speeding fine
5,120,175,1.4583333333333333,11.5,55.58,75.4,99.0,31.71,0.83,0.0,13.33,0.0,0.83,10.83,0.83,10.0,3.33,20.0,0.83,10.829999999999997,1.6528925619834711,0.8264462809917356,0.8264462809917356,0.0,3.3388636363636364,Truthful,6129091a4488538bc7654940,Being hospitalised and undergoing surgery
8,142,185,1.3028169014084507,6.7,78.79,7.12,94.15,64.63,3.52,0.7,9.86,2.11,0.0,16.2,0.0,10.56,4.930000000000001,16.19,1.4,5.620000000000001,2.097902097902098,0.0,0.0,0.0,2.7236666666666665,Truthful,6537a47d2845d9b99792e3fb,Ending a long romantic relationship
8,174,260,1.4942528735632183,10.6,57.81,24.02,99.0,1.95,0.0,2.87,13.79,1.15,4.02,10.34,0.57,13.22,0.57,16.09,2.29,12.639999999999997,1.1363636363636365,0.0,2.272727272727273,0.0,2.802352941176471,Truthful,611dea84fa3e1d99dee1362b,Being hospitalised and undergoing surgery
8,139,185,1.330935251798561,6.5,79.19,22.28,99.0,12.67,1.44,2.16,13.67,2.16,1.44,15.83,0.72,10.790000000000001,2.88,20.14,1.44,9.350000000000003,2.857142857142857,0.0,0.7142857142857143,0.0,3.2782926829268293,Truthful,615b50fddd13935fa8395214,Cheating on your partner
8,219,316,1.4429223744292237,11.6,60.58,29.29,96.76,55.8,3.2,0.91,9.59,1.83,1.83,16.44,0.0,9.59,3.65,15.990000000000002,0.0,3.66,1.3333333333333333,0.0,0.0,0.0,3.1693749999999996,Truthful,5e98b398e4a84f0eb3755e51,Taking the bus/train without the ticket
5,66,82,1.2424242424242424,3.7,91.92,2.54,39.59,99.0,9.09,0.0,15.15,0.0,0.0,7.58,0.0,15.16,7.58,9.1,4.55,15.159999999999998,1.4285714285714286,0.0,0.0,0.0,3.2779166666666666,Truthful,5f7f5dda75c34d0dbe95534e,None of them
5,88,124,1.4090909090909092,7.8,70.53,62.1,7.61,20.23,2.27,2.27,9.09,0.0,0.0,6.82,0.0,7.96,9.09,12.5,0.0,10.23,2.247191011235955,0.0,1.1235955056179776,0.0,3.010967741935484,Truthful,6545154b060684105b89a34e,None of them
5,84,118,1.4047619047619047,7.5,71.34,13.76,99.0,1.0,0.0,4.76,17.86,1.19,0.0,4.76,0.0,14.29,1.19,22.619999999999997,2.38,25.0,4.761904761904762,0.0,0.0,0.0,3.2675862068965515,Truthful,610c3dca3aa9f75d7057307d,Being hospitalised and undergoing surgery
